sample_id,target_class,class_label,image_path,rssi_dbm,snr_db,carrier_freq_ghz,bandwidth_mhz,doppler_shift_khz,phase_variance_rad,path_loss_db,spectral_kurtosis,papr_db,edge_density,aspect_ratio,spatial_entropy,color_moment_r_mean,color_moment_g_mean,color_moment_b_mean,color_moment_r_std,color_moment_g_std,color_moment_b_std,texture_contrast,texture_homogeneity,texture_energy
475,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0475_clutter_noise.png,-90.46,4.3,5.549,10.0,-0.164,1.004,122.39,1.316,4.12,0.1933,1.217,3.413,209.9,173.17,182.9,22.24,15.93,15.29,0.2813,0.8355,0.748
476,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0476_clutter_noise.png,-87.36,0.63,3.893,10.0,0.337,0.9733,108.39,1.826,4.84,0.1616,1.152,4.05,173.58,173.35,173.9,13.75,15.66,14.8,0.2752,0.8232,0.7126
477,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0477_clutter_noise.png,-93.93,-1.77,1.134,10.0,-0.303,1.0725,126.44,1.262,4.39,0.181,0.964,3.726,196.32,189.46,198.18,18.3,14.63,12.72,0.3117,0.8603,0.6378
478,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0478_clutter_noise.png,-92.84,1.07,2.745,10.0,-0.1,0.9588,107.63,1.072,5.31,0.2359,0.997,4.353,171.39,173.91,197.13,18.14,17.27,12.4,0.2724,0.8418,0.6653
479,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0479_clutter_noise.png,-92.56,0.66,1.577,10.0,0.083,0.7433,116.92,1.501,5.41,0.2903,0.896,2.749,178.68,194.77,176.1,17.93,16.33,20.74,0.1993,0.8227,0.7754
480,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0480_clutter_noise.png,-84.63,-0.24,4.731,20.0,0.242,1.0708,108.19,1.108,4.85,0.2562,1.135,3.554,178.48,184.41,180.47,18.73,15.1,15.2,0.2456,0.7303,0.7616
481,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0481_clutter_noise.png,-91.34,2.16,5.077,40.0,0.089,0.8559,117.14,1.979,3.28,0.2562,0.632,3.395,187.29,177.52,162.13,17.89,22.6,15.56,0.2779,0.8651,0.8436
482,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0482_clutter_noise.png,-96.21,-0.87,2.805,40.0,-0.008,1.0802,116.36,0.844,3.43,0.2327,1.105,3.676,174.65,191.51,184.26,14.79,15.65,18.07,0.2383,0.8836,0.7451
483,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0483_clutter_noise.png,-93.95,1.47,1.134,40.0,-0.133,1.0552,120.07,1.442,5.41,0.1929,1.251,3.095,174.87,167.4,175.54,16.49,19.58,16.73,0.1904,0.8043,0.7014
484,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0484_clutter_noise.png,-99.1,-0.95,4.627,10.0,-0.104,0.7022,115.21,1.825,3.64,0.2112,1.154,3.84,185.62,184.41,167.64,19.47,13.97,9.8,0.3004,0.8355,0.764
485,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0485_clutter_noise.png,-94.95,2.67,5.392,10.0,0.215,0.8126,111.38,1.783,4.29,0.1465,1.033,3.795,190.24,175.62,198.87,13.5,18.33,21.21,0.2796,0.8534,0.6673
486,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0486_clutter_noise.png,-90.61,1.41,2.146,10.0,-0.176,0.8449,117.6,1.143,4.34,0.2098,1.212,3.084,180.35,189.81,170.12,14.9,18.41,18.6,0.2999,0.8237,0.6864
487,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0487_clutter_noise.png,-90.9,2.92,5.616,40.0,-0.008,0.8905,108.42,0.931,5.11,0.1165,1.011,3.513,186.18,192.27,180.61,16.64,16.03,19.9,0.3021,0.9351,0.706
488,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0488_clutter_noise.png,-94.55,2.63,4.97,10.0,0.136,1.0982,117.76,1.567,3.95,0.1872,0.838,3.662,174.6,203.49,166.92,18.82,22.7,17.8,0.2588,0.7813,0.6509
489,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0489_clutter_noise.png,-88.92,5.27,1.728,20.0,-0.167,0.8664,118.82,0.87,3.19,0.2446,0.993,3.405,196.1,195.89,197.81,16.05,19.29,16.06,0.2669,0.7746,0.6499
490,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0490_clutter_noise.png,-92.16,-0.61,2.785,40.0,0.238,0.8875,105.77,1.87,4.05,0.1899,1.07,3.898,187.07,184.32,170.17,19.89,22.25,15.34,0.2076,0.8273,0.7201
491,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0491_clutter_noise.png,-96.87,0.24,2.953,40.0,-0.088,0.8077,109.84,1.022,4.56,0.2854,1.03,3.192,200.4,164.31,186.73,14.92,17.85,17.69,0.1697,0.8257,0.7309
492,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0492_clutter_noise.png,-86.15,8.29,3.358,40.0,-0.261,1.0976,113.6,0.376,4.47,0.2501,0.912,3.239,207.58,178.42,168.78,18.08,19.72,17.6,0.1266,0.7936,0.7776
493,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0493_clutter_noise.png,-90.69,-1.59,4.259,20.0,0.068,0.8454,130.61,1.724,4.39,0.2583,0.838,3.029,196.14,185.05,178.44,17.14,18.46,15.24,0.1484,0.8766,0.7145
494,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0494_clutter_noise.png,-84.67,-2.91,5.334,40.0,-0.303,0.8998,118.39,1.309,5.02,0.2846,1.046,3.631,187.14,189.89,180.55,18.0,21.59,20.55,0.1746,0.8204,0.6856
495,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0495_clutter_noise.png,-93.24,2.51,3.017,20.0,0.177,0.739,114.29,1.19,3.91,0.1805,1.15,3.577,187.61,199.25,178.05,16.83,22.08,11.53,0.2526,0.7905,0.7346
496,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0496_clutter_noise.png,-89.71,3.07,1.874,10.0,0.255,1.029,120.33,0.68,4.45,0.2002,1.013,3.339,177.77,174.81,178.49,19.08,16.19,19.57,0.3729,0.8365,0.7179
497,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0497_clutter_noise.png,-95.65,2.43,3.865,40.0,0.203,1.1623,115.12,0.558,3.95,0.2276,0.879,3.763,175.93,185.26,177.72,19.85,17.96,15.41,0.2099,0.8214,0.707
498,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0498_clutter_noise.png,-95.48,1.9,5.312,10.0,0.123,1.3523,111.04,1.71,4.61,0.1943,1.079,3.714,181.68,189.28,191.63,19.53,16.74,14.57,0.2456,0.8645,0.6823
499,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0499_clutter_noise.png,-90.43,-2.41,5.021,20.0,0.074,0.9971,114.44,1.204,3.73,0.1824,0.85,2.874,176.2,183.26,181.03,17.19,10.93,20.72,0.3043,0.8378,0.8154
500,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0500_clutter_noise.png,-95.91,6.22,1.721,20.0,-0.143,1.0137,109.39,0.45,4.77,0.2025,0.853,3.117,200.15,189.64,164.78,14.44,17.12,17.43,0.2103,0.8131,0.7257
